1 서울특별시 종로구 부암동
2 서울특별시 종로구 부암동
3 서울특별시 종로구 청운효자동
4 서울특별시 종로구 사직동
5 서울특별시 종로구 삼청동
6 서울특별시 종로구 부암동
7 서울특별시 종로구 평창동
8 서울특별시 종로구 무악동
9 서울특별시 종로구 교남동
10 서울특별시 종로구 가회동
11 서울특별시 종로구 종로1.2.3.4가동
12 서울특별시 종로구 종로5.6가동
13 서울특별시 종로구 이화동
14 서울특별시 종로구 혜화동
15 서울특별시 종로구 창신제1동
16 서울특별시 종로구 창신제2동
17 서울특별시 종로구 창신제3동
18 서울특별시 종로구 숭인제1동
19 서울특별시 종로구 숭인제2동
20 서울특별시 중구 신당동
21 서울특별시 중구 소공동
22 서울특별시 중구 회현동
23 서울특별시 중구 명동
24 서울특별시 중구 필동
25 서울특별시 중구 장충동
26 서울특별시 중구 광희동
27 서울특별시 중구 을지로동
28 서울특별시 중구 신당동
29 서울특별시 중구 다산동
30 서울특별시 중구 약수동
31 서울특별시 중구 청구동
32 서울특별시 중구 신당제5동
33 서울특별시 중구 동화동
34 서울특별시 중구 황학동
35 서울특별시 중구 중림동
36 서울특별시 용산구 한남동
37 서울특별시 용산구 후암동
38 서울특별시 용산구 용산2가동
39 서울특별시 용산구 남영동
40 서울특별시 용산구 청파동
41 서울특별시 용산구 원효로제1동
42 서울특별시 용산구 원효로제2동
43 서울특별시 용산구 효창동
44 서울특별시 용산구 용문동
45 서울특별시 용산구 한강로동
46 서울특별시 용산구 이촌제1동
47 서울특별시 용산구 이촌제2동
48 서울특별시 용산구 이태원제1동
49 서울특별시 용산구 이태원제2동
50 서울특별시 용산구 한남동
51 서울특별시 용산구 서빙고동
52 서울특별시 용산구 보광동
53 서울특별시 성동구 성수동1가
54 서울특별시 성동구 왕십리제2동
55 서울특별시 성동구 왕십리도선동
56 서울특별시 성동구 마장동
57 서울특별시 성동구 사근동
58 서울특별시 성동구 행당제1동
59 서울특별시 성동구 행당제2동
60 서울특별시 성동구 응봉동
61 서울특별시 성동구 금호1가동
62 서울특별시 성동구 금호2.3가동
63 서울특별시 성동구 금호4가동
64 서울특별시 성동구 옥수동
65 서울특별시 성동구 성수1가제1동
66 서울특별시 성동구 성수1가제2동
67 서울특별시 성동구 성수2가제1동
68 서울특별시 성동구 성수2가제3동
69 서울특별시 성동구 송정동
70 서울특별시 성동구 용답동
71 서울특별시 광진구 구의동
72 서울특별시 광진구 화양동
73 서울특별시 광진구 군자동
74 서울특별시 광진구 중곡제1동
75 서울특별시 광진구 중곡제2동
76 서울특별시 광진구 중곡제3동
77 서울특별시 광진구 중곡제4동
78 서울특별시 광진구 능동
79 서울특별시 광진구 광장동
80 서울특별시 광진구 자양제1동
81 서울특별시 광진구 자양제2동
82 서울특별시 광진구 자양제3동
83 서울특별시 광진구 자양제4동
84 서울특별시 광진구 구의제1동
85 서울특별시 광진구 구의제2동
86 서울특별시 광진구 구의제3동
87 서울특별시 동대문구 장안동
88 서울특별시 동대문구 용신동
89 서울특별시 동대문구 제기동
90 서울특별시 동대문구 전농제1동
91 서울특별시 동대문구 전농제2동
92 서울특별시 동대문구 답십리제1동
93 서울특별시 동대문구 답십리제2동
94 서울특별시 동대문구 장안제1동
95 서울특별시 동대문구 장안제2동
96 서울특별시 동대문구 청량리동
97 서울특별시 동대문구 회기동
98 서울특별시 동대문구 휘경제1동
99 서울특별시 동대문구 휘경제2동
100 서울특별시 동대문구 이문제1동
101 서울특별시 동대문구 이문제2동
102 서울특별시 중랑구 면목동
103 서울특별시 중랑구 면목제2동
104 서울특별시 중랑구 면목제4동
105 서울특별시 중랑구 면목제5동
106 서울특별시 중랑구 면목본동
107 서울특별시 중랑구 면목제7동
108 서울특별시 중랑구 면목제3.8동
109 서울특별시 중랑구 상봉제1동
110 서울특별시 중랑구 상봉제2동
111 서울특별시 중랑구 중화제1동
112 서울특별시 중랑구 중화제2동
113 서울특별시 중랑구 묵제1동
114 서울특별시 중랑구 묵제2동
115 서울특별시 중랑구 망우본동
116 서울특별시 중랑구 망우제3동
117 서울특별시 중랑구 신내1동
118 서울특별시 중랑구 신내2동
119 서울특별시 성북구 길음동
120 서울특별시 성북구 성북동
121 서울특별시 성북구 삼선동
122 서울특별시 성북구 동선동
123 서울특별시 성북구 돈암제1동
124 서울특별시 성북구 돈암제2동
125 서울특별시 성북구 안암동
126 서울특별시 성북구 보문동
127 서울특별시 성북구 정릉제1동
128 서울특별시 성북구 정릉제2동
129 서울특별시 성북구 정릉제3동
130 서울특별시 성북구 정릉제4동
131 서울특별시 성북구 길음제1동
132 서울특별시 성북구 길음제2동
133 서울특별시 성북구 종암동
134 서울특별시 성북구 월곡제1동
135 서울특별시 성북구 월곡제2동
136 서울특별시 성북구 장위제1동
137 서울특별시 성북구 장위제2동
138 서울특별시 성북구 장위제3동
139 서울특별시 성북구 석관동
140 서울특별시 강북구 미아동
141 서울특별시 강북구 삼양동
142 서울특별시 강북구 미아동
143 서울특별시 강북구 송중동
144 서울특별시 강북구 송천동
145 서울특별시 강북구 삼각산동
